timestamp,close
2019-09-04T00:00:00.000Z,10630.0
2019-09-05T00:00:00.000Z,10580.5
2019-09-06T00:00:00.000Z,10586.0
2019-09-07T00:00:00.000Z,10310.5
2019-09-08T00:00:00.000Z,10492.5
2019-09-09T00:00:00.000Z,10402.0
2019-09-10T00:00:00.000Z,10318.0
2019-09-11T00:00:00.000Z,10102.5
2019-09-12T00:00:00.000Z,10166.0
2019-09-13T00:00:00.000Z,10433.5
2019-09-14T00:00:00.000Z,10370.0
2019-09-15T00:00:00.000Z,10364.0
2019-09-16T00:00:00.000Z,10314.0
2019-09-17T00:00:00.000Z,10268.0
2019-09-18T00:00:00.000Z,10184.5
2019-09-19T00:00:00.000Z,10163.0
2019-09-20T00:00:00.000Z,10282.5
2019-09-21T00:00:00.000Z,10175.5
2019-09-22T00:00:00.000Z,9975.5
2019-09-23T00:00:00.000Z,10026.0
2019-09-24T00:00:00.000Z,9686.0
2019-09-25T00:00:00.000Z,8533.5
2019-09-26T00:00:00.000Z,8430.0
2019-09-27T00:00:00.000Z,8054.0
2019-09-28T00:00:00.000Z,8189.0
2019-09-29T00:00:00.000Z,8207.0
2019-09-30T00:00:00.000Z,8054.0
2019-10-01T00:00:00.000Z,8299.5
2019-10-02T00:00:00.000Z,8314.0
2019-10-03T00:00:00.000Z,8377.5
2019-10-04T00:00:00.000Z,8240.5
2019-10-05T00:00:00.000Z,8154.5
2019-10-06T00:00:00.000Z,8146.5
2019-10-07T00:00:00.000Z,7861.0
2019-10-08T00:00:00.000Z,8208.0
2019-10-09T00:00:00.000Z,8180.0
2019-10-10T00:00:00.000Z,8587.5
2019-10-11T00:00:00.000Z,8586.5
2019-10-12T00:00:00.000Z,8266.0
2019-10-13T00:00:00.000Z,8305.0
2019-10-14T00:00:00.000Z,8278.0
2019-10-15T00:00:00.000Z,8358.0
2019-10-16T00:00:00.000Z,8156.0
2019-10-17T00:00:00.000Z,7995.5
2019-10-18T00:00:00.000Z,8070.5
2019-10-19T00:00:00.000Z,7951.0
2019-10-20T00:00:00.000Z,7960.0
2019-10-21T00:00:00.000Z,8233.0
2019-10-22T00:00:00.000Z,8204.5
2019-10-23T00:00:00.000Z,8019.0
2019-10-24T00:00:00.000Z,7468.0
2019-10-25T00:00:00.000Z,7424.0
2019-10-26T00:00:00.000Z,8668.0
2019-10-27T00:00:00.000Z,9264.5
2019-10-28T00:00:00.000Z,9556.0
2019-10-29T00:00:00.000Z,9226.0
2019-10-30T00:00:00.000Z,9438.0
2019-10-31T00:00:00.000Z,9165.0
2019-11-01T00:00:00.000Z,9153.5
2019-11-02T00:00:00.000Z,9255.5
2019-11-03T00:00:00.000Z,9313.5
2019-11-04T00:00:00.000Z,9205.5
2019-11-05T00:00:00.000Z,9426.5
2019-11-06T00:00:00.000Z,9317.0
2019-11-07T00:00:00.000Z,9347.0
2019-11-08T00:00:00.000Z,9213.0
2019-11-09T00:00:00.000Z,8765.0
2019-11-10T00:00:00.000Z,8806.0
2019-11-11T00:00:00.000Z,9038.5
2019-11-12T00:00:00.000Z,8717.5
2019-11-13T00:00:00.000Z,8818.0
2019-11-14T00:00:00.000Z,8764.0
2019-11-15T00:00:00.000Z,8630.5
2019-11-16T00:00:00.000Z,8456.0
2019-11-17T00:00:00.000Z,8484.5
2019-11-18T00:00:00.000Z,8506.0
2019-11-19T00:00:00.000Z,8173.5
2019-11-20T00:00:00.000Z,8123.0
2019-11-21T00:00:00.000Z,8080.0
2019-11-22T00:00:00.000Z,7614.0
2019-11-23T00:00:00.000Z,7275.5
2019-11-24T00:00:00.000Z,7322.5
2019-11-25T00:00:00.000Z,6902.5
2019-11-26T00:00:00.000Z,7124.0
2019-11-27T00:00:00.000Z,7160.5
2019-11-28T00:00:00.000Z,7525.0
2019-11-29T00:00:00.000Z,7424.5
2019-11-30T00:00:00.000Z,7749.0
2019-12-01T00:00:00.000Z,7549.5
2019-12-02T00:00:00.000Z,7399.0
2019-12-03T00:00:00.000Z,7300.5
2019-12-04T00:00:00.000Z,7294.5
2019-12-05T00:00:00.000Z,7192.5
2019-12-06T00:00:00.000Z,7391.5
2019-12-07T00:00:00.000Z,7538.5
2019-12-08T00:00:00.000Z,7501.5
2019-12-09T00:00:00.000Z,7512.5
2019-12-10T00:00:00.000Z,7332.5
2019-12-11T00:00:00.000Z,7218.0
2019-12-12T00:00:00.000Z,7196.5
2019-12-13T00:00:00.000Z,7187.0
2019-12-14T00:00:00.000Z,7242.0
2019-12-15T00:00:00.000Z,7060.5
2019-12-16T00:00:00.000Z,7107.5
2019-12-17T00:00:00.000Z,6873.0
2019-12-18T00:00:00.000Z,6611.5
2019-12-19T00:00:00.000Z,7288.0
2019-12-20T00:00:00.000Z,7148.5
2019-12-21T00:00:00.000Z,7186.5
2019-12-22T00:00:00.000Z,7140.0
2019-12-23T00:00:00.000Z,7509.5
2019-12-24T00:00:00.000Z,7312.0
2019-12-25T00:00:00.000Z,7249.0
2019-12-26T00:00:00.000Z,7194.5
2019-12-27T00:00:00.000Z,7190.0
2019-12-28T00:00:00.000Z,7242.0
2019-12-29T00:00:00.000Z,7298.0
2019-12-30T00:00:00.000Z,7381.5
2019-12-31T00:00:00.000Z,7218.5
2020-01-01T00:00:00.000Z,7163.0
2020-01-02T00:00:00.000Z,7179.0
2020-01-03T00:00:00.000Z,6942.0
2020-01-04T00:00:00.000Z,7335.0
2020-01-05T00:00:00.000Z,7345.0
2020-01-06T00:00:00.000Z,7350.5
2020-01-07T00:00:00.000Z,7756.5
2020-01-08T00:00:00.000Z,8155.5
2020-01-09T00:00:00.000Z,8046.0
2020-01-10T00:00:00.000Z,7810.5
2020-01-11T00:00:00.000Z,8204.0
2020-01-12T00:00:00.000Z,8023.5
2020-01-13T00:00:00.000Z,8187.0
2020-01-14T00:00:00.000Z,8104.5
2020-01-15T00:00:00.000Z,8835.5
2020-01-16T00:00:00.000Z,8816.5
2020-01-17T00:00:00.000Z,8719.0
2020-01-18T00:00:00.000Z,8901.0
2020-01-19T00:00:00.000Z,8916.5
2020-01-20T00:00:00.000Z,8700.5
2020-01-21T00:00:00.000Z,8632.5
2020-01-22T00:00:00.000Z,8727.5
2020-01-23T00:00:00.000Z,8664.5
2020-01-24T00:00:00.000Z,8392.0
2020-01-25T00:00:00.000Z,8425.5
2020-01-26T00:00:00.000Z,8326.0
2020-01-27T00:00:00.000Z,8597.5
2020-01-28T00:00:00.000Z,8900.0
2020-01-29T00:00:00.000Z,9400.0
2020-01-30T00:00:00.000Z,9294.5
2020-01-31T00:00:00.000Z,9510.0
2020-02-01T00:00:00.000Z,9339.5
2020-02-02T00:00:00.000Z,9382.0
2020-02-03T00:00:00.000Z,9325.0
2020-02-04T00:00:00.000Z,9282.0
2020-02-05T00:00:00.000Z,9166.0
2020-02-06T00:00:00.000Z,9630.0
2020-02-07T00:00:00.000Z,9763.0
2020-02-08T00:00:00.000Z,9815.0
2020-02-09T00:00:00.000Z,9908.0
2020-02-10T00:00:00.000Z,10172.5
2020-02-11T00:00:00.000Z,9862.5
2020-02-12T00:00:00.000Z,10286.0
2020-02-13T00:00:00.000Z,10363.0
2020-02-14T00:00:00.000Z,10241.0
2020-02-15T00:00:00.000Z,10369.5
2020-02-16T00:00:00.000Z,9907.0
2020-02-17T00:00:00.000Z,9934.0
2020-02-18T00:00:00.000Z,9715.0
2020-02-19T00:00:00.000Z,10195.5
2020-02-20T00:00:00.000Z,9596.5
2020-02-21T00:00:00.000Z,9607.5
2020-02-22T00:00:00.000Z,9694.0
2020-02-23T00:00:00.000Z,9675.5
2020-02-24T00:00:00.000Z,9966.0
2020-02-25T00:00:00.000Z,9660.5
2020-02-26T00:00:00.000Z,9317.0
2020-02-27T00:00:00.000Z,8780.0
2020-02-28T00:00:00.000Z,8820.0
2020-02-29T00:00:00.000Z,8717.5
2020-03-01T00:00:00.000Z,8531.5
2020-03-02T00:00:00.000Z,8532.5
2020-03-03T00:00:00.000Z,8918.5
2020-03-04T00:00:00.000Z,8757.0
2020-03-05T00:00:00.000Z,8756.5
2020-03-06T00:00:00.000Z,9070.5
2020-03-07T00:00:00.000Z,9158.5
2020-03-08T00:00:00.000Z,8900.0
2020-03-09T00:00:00.000Z,8038.5
2020-03-10T00:00:00.000Z,7928.0
2020-03-11T00:00:00.000Z,7889.5
2020-03-12T00:00:00.000Z,7939.0
2020-03-13T00:00:00.000Z,4346.0
2020-03-14T00:00:00.000Z,5571.5
2020-03-15T00:00:00.000Z,5160.5
2020-03-16T00:00:00.000Z,5338.5
2020-03-17T00:00:00.000Z,5036.5
2020-03-18T00:00:00.000Z,5327.0
2020-03-19T00:00:00.000Z,5409.5
2020-03-20T00:00:00.000Z,6185.0
2020-03-21T00:00:00.000Z,6204.0
2020-03-22T00:00:00.000Z,6192.0
2020-03-23T00:00:00.000Z,5820.5
2020-03-24T00:00:00.000Z,6486.0
2020-03-25T00:00:00.000Z,6765.0
2020-03-26T00:00:00.000Z,6685.5
2020-03-27T00:00:00.000Z,6760.5
2020-03-28T00:00:00.000Z,6363.5
2020-03-29T00:00:00.000Z,6250.0
2020-03-30T00:00:00.000Z,5869.0
2020-03-31T00:00:00.000Z,6408.0
2020-04-01T00:00:00.000Z,6425.0
2020-04-02T00:00:00.000Z,6671.5
2020-04-03T00:00:00.000Z,6795.5
2020-04-04T00:00:00.000Z,6738.0
2020-04-05T00:00:00.000Z,6875.0
2020-04-06T00:00:00.000Z,6775.5
2020-04-07T00:00:00.000Z,7338.0
2020-04-08T00:00:00.000Z,7193.0
2020-04-09T00:00:00.000Z,7362.5
2020-04-10T00:00:00.000Z,7289.5
2020-04-11T00:00:00.000Z,6868.5
2020-04-12T00:00:00.000Z,6885.0
2020-04-13T00:00:00.000Z,6905.5
2020-04-14T00:00:00.000Z,6853.0
2020-04-15T00:00:00.000Z,6868.0
2020-04-16T00:00:00.000Z,6615.5
2020-04-17T00:00:00.000Z,7106.5
2020-04-18T00:00:00.000Z,7025.0
2020-04-19T00:00:00.000Z,7256.5
2020-04-20T00:00:00.000Z,7125.5
2020-04-21T00:00:00.000Z,6833.0
2020-04-22T00:00:00.000Z,6848.5
2020-04-23T00:00:00.000Z,7133.5
2020-04-24T00:00:00.000Z,7492.0
2020-04-25T00:00:00.000Z,7503.5
2020-04-26T00:00:00.000Z,7542.0
2020-04-27T00:00:00.000Z,7702.5
2020-04-28T00:00:00.000Z,7788.0
2020-04-29T00:00:00.000Z,7752.0
2020-04-30T00:00:00.000Z,8794.0
2020-05-01T00:00:00.000Z,8627.5
2020-05-02T00:00:00.000Z,8983.2
2020-05-03T00:00:00.000Z,8980.5
2020-05-04T00:00:00.000Z,8907.5
2020-05-05T00:00:00.000Z,8885.0
2020-05-06T00:00:00.000Z,9025.5
2020-05-07T00:00:00.000Z,9153.5
2020-05-08T00:00:00.000Z,10010.0
2020-05-09T00:00:00.000Z,9806.5
